cohort,phenotype,gene,annot,max_maf,p_value,p_value_burden,p_value_skat,beta_burden,se_burden,mac,mac_case,mac_control,rare_var_count,ultrarare_var_count,analysis_type
AFR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.01,1.32865981050667e-06,0.0940860533804121,3.75919181228035e-07,0.0849012163926723,0.050710704971997,1026.0,,,15.0,156.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.01,4.46997938929883e-06,0.0009755024553792,1.99989753557617e-06,0.189823199572153,0.0575658208287233,951.0,,,12.0,142.0,regions
AFR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.01,8.767745271376618e-11,0.0001291928764144,1.7492552625624497e-11,0.242532777012312,0.0633576996954345,648.0,,,14.0,115.0,regions
AFR_F,LDL_median,ENSG00000130164,damaging_missense,0.0001,5.06291554122331e-06,5.06291554122331e-06,5.06291554122331e-06,1.60343706250976,0.351464169008703,14.0,,,0.0,14.0,regions
AFR_F,LDL_median,ENSG00000130164,damaging_missense,0.001,4.6733804725730804e-24,4.6733804725730804e-24,4.6733804725730804e-24,2.25027056094379,0.222438110457725,37.0,,,0.0,22.0,regions
AFR_F,LDL_median,ENSG00000130164,damaging_missense,0.01,4.6733804725730804e-24,4.6733804725730804e-24,4.6733804725730804e-24,2.25027056094379,0.222438110457725,37.0,,,0.0,22.0,regions
AFR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.0001,2.36564543337534e-06,2.36564543337534e-06,2.36564543337534e-06,1.60605600136052,0.340310803615235,15.0,,,0.0,15.0,regions
AFR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.001,2.41256447511555e-24,2.41256447511555e-24,2.41256447511555e-24,2.24149639838772,0.220166276370221,38.0,,,0.0,23.0,regions
AFR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.001,8.15474689494176e-10,8.15474689494176e-10,8.15474689494176e-10,0.897331090915164,0.146100256021024,190.0,,,0.0,115.0,regions
AFR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.0001,2.51065085351136e-08,2.51065085351136e-08,2.51065085351136e-08,1.60241539290074,0.287556130266666,21.0,,,0.0,21.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.001,2.90103000066821e-07,6.04781926538678e-07,6.97031860452668e-07,0.591761952554377,0.118597083729098,248.0,,,2.0,142.0,regions
EUR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.01,6.55607917288137e-07,0.001632540465883,5.42254336877157e-07,0.239197238701698,0.0759349231903609,422.0,,,2.0,66.0,regions
EUR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.001,1.5317484256908799e-12,2.18821203670125e-13,6.257839417021611e-09,0.483096591644001,0.0658460108440558,581.0,,,11.0,248.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF,0.0001,4.19866119019881e-07,4.19866119019881e-07,4.19866119019881e-07,3.36322479574809,0.664705328445396,4.0,,,0.0,4.0,regions
EUR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.0001,6.00650720750182e-06,6.00650720750182e-06,6.00650720750182e-06,0.434154895433056,0.0959212405911516,276.0,,,0.0,225.0,regions
EUR_F,LDL_median,ENSG00000130164,damaging_missense,0.0001,2.8202310614112698e-12,2.8202310614112698e-12,2.8202310614112698e-12,2.18464948866985,0.31270017911149,19.0,,,0.0,19.0,regions
EUR_F,LDL_median,ENSG00000130164,damaging_missense,0.001,1.218259673274e-10,1.218259673274e-10,1.218259673274e-10,1.52409895106156,0.236770159790599,35.0,,,0.0,26.0,regions
EUR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.01,6.04448349261766e-07,6.48943639627308e-05,4.06971575661608e-07,0.144702947470064,0.0362276489563807,2164.0,,,21.0,248.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.0001,2.57975920532683e-17,2.57975920532683e-17,2.57975920532683e-17,2.42209361593271,0.28615831948523,23.0,,,0.0,23.0,regions
EUR_ALL,LDL_median,ENSG00000130164,damaging_missense,0.0001,9.780646363582439e-11,9.780646363582439e-11,9.780646363582439e-11,1.14104853506963,0.176351633038745,59.0,,,0.0,48.0,regions
EUR_ALL,LDL_median,ENSG00000130164,damaging_missense,0.001,4.98024886255505e-12,1.24818689133331e-11,7.4894998030102e-13,0.989403219752914,0.146047690976142,87.0,,,1.0,52.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.01,1.35372516396615e-06,0.0002390259736118,1.38736183497024e-06,0.438991203106403,0.119494358708554,176.0,,,1.0,31.0,regions
EUR_ALL,LDL_median,ENSG00000130164,other_missense,0.001,2.81375727717581e-07,2.1255905258144e-07,0.0014129665974633,0.434436339593745,0.0837386145437155,306.0,,,5.0,127.0,regions
EUR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.0001,2.38316656498427e-12,2.38316656498427e-12,2.38316656498427e-12,1.09671472625431,0.15645001303779,77.0,,,0.0,62.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense;other_missense;synonymous,0.0001,4.27242539247979e-07,4.27242539247979e-07,4.27242539247979e-07,0.793250728513238,0.156880502849653,99.0,,,0.0,101.0,regions
EUR_F,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.001,6.31665811379281e-14,6.31665811379281e-14,6.31665811379281e-14,1.65762731314397,0.220977364082667,41.0,,,0.0,31.0,regions
EUR_ALL,LDL_median,ENSG00000130164,pLoF;damaging_missense,0.001,1.18844653108153e-13,2.63408055181624e-13,1.7895256294495102e-14,0.984742846589861,0.134676898026646,105.0,,,1.0,66.0,regions
EUR_ALL,LDL_median,ENSG00000130176,synonymous,0.001,7.2044085364098e-08,3.83106059764771e-07,2.58355367543928e-07,0.785313853848921,0.154675629557952,72.0,,,2.0,22.0,regions
EUR_ALL,LDL_median,ENSG00000130176,synonymous,0.01,2.18185110145708e-06,0.0001371413530046,9.56829964593453e-07,0.468831567732552,0.122947453024993,115.0,,,3.0,22.0,regions
EUR_M,LDL_median,ENSG00000130176,synonymous,0.001,2.25002806501793e-06,2.25002806501793e-06,2.25002806501793e-06,0.964293409832407,0.203886333443589,40.0,,,0.0,20.0,regions
EUR_M,LDL_median,ENSG00000130176,synonymous,0.01,4.38613060982362e-06,0.0014958527862644,2.98643762930428e-06,0.507418531825897,0.159792355878018,65.0,,,1.0,20.0,regions
AFR_F,LDL_median,ENSG00000130811,pLoF;damaging_missense;other_missense;synonymous,0.0001,4.86656680279734e-06,4.86656680279734e-06,4.86656680279734e-06,1.12159208263369,0.24540030555127,31.0,,,0.0,32.0,regions
AFR_ALL,LDL_median,ENSG00000130811,pLoF;damaging_missense;other_missense;synonymous,0.0001,4.08586834163008e-06,4.08586834163008e-06,4.08586834163008e-06,1.04878367655373,0.227651708965164,35.0,,,0.0,35.0,regions
AFR_M,BMI_median,ENSG00000130940,pLoF,0.001,5.05798153863569e-08,5.05798153863569e-08,5.05798153863569e-08,1.57787660746749,0.289557957680247,1.0,,,0.0,1.0,regions
AFR_M,BMI_median,ENSG00000130940,pLoF,0.01,5.05798153863569e-08,5.05798153863569e-08,5.05798153863569e-08,1.57787660746749,0.289557957680247,1.0,,,0.0,1.0,regions
EUR_ALL,LDL_median,ENSG00000131043,damaging_missense,0.001,1.92813289484325e-08,1.92813289484325e-08,1.92813289484325e-08,3.65211765206777,0.650036295100188,4.0,,,0.0,2.0,regions
EUR_M,LDL_median,ENSG00000131043,damaging_missense,0.0001,5.2627454616509595e-11,5.2627454616509595e-11,5.2627454616509595e-11,5.82309938210799,0.887220371212852,2.0,,,0.0,2.0,regions
EUR_M,LDL_median,ENSG00000131043,damaging_missense,0.001,5.2627454616509595e-11,5.2627454616509595e-11,5.2627454616509595e-11,5.82309938210799,0.887220371212852,2.0,,,0.0,2.0,regions
EUR_ALL,LDL_median,ENSG00000131043,damaging_missense,0.0001,1.92813289484325e-08,1.92813289484325e-08,1.92813289484325e-08,3.65211765206777,0.650036295100188,4.0,,,0.0,2.0,regions
AFR_ALL,LDL_median,ENSG00000132024,pLoF,0.01,6.748086568381709e-11,6.748086568381709e-11,6.748086568381709e-11,5.91252916622995,0.905974794259562,2.0,,,0.0,2.0,regions
AFR_ALL,LDL_median,ENSG00000132024,pLoF,0.001,6.748086568381709e-11,6.748086568381709e-11,6.748086568381709e-11,5.91252916622995,0.905974794259562,2.0,,,0.0,2.0,regions
AFR_M,LDL_median,ENSG00000132024,pLoF,0.001,1.2613192364210101e-15,1.2613192364210101e-15,1.2613192364210101e-15,10.9525067764479,1.36935152776591,1.0,,,0.0,1.0,regions
EUR_F,AAA,ENSG00000132024,damaging_missense,0.001,9.63033531653501e-06,0.000253501029233,8.48024021371518e-06,0.0994653523782365,0.027186005729736,74.0,7.0,67.0,3.0,22.0,regions
AFR_M,LDL_median,ENSG00000132024,pLoF,0.01,1.2613192364210101e-15,1.2613192364210101e-15,1.2613192364210101e-15,10.9525067764479,1.36935152776591,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000132024,pLoF,0.0001,6.748086568381709e-11,6.748086568381709e-11,6.748086568381709e-11,5.91252916622995,0.905974794259562,2.0,,,0.0,2.0,regions
AFR_M,BMI_median,ENSG00000132434,damaging_missense,0.001,6.33240029388255e-07,6.33240029388255e-07,6.33240029388255e-07,0.838017454479771,0.168249780527898,3.0,,,0.0,3.0,regions
AFR_M,BMI_median,ENSG00000132434,damaging_missense,0.01,6.33240029388255e-07,6.33240029388255e-07,6.33240029388255e-07,0.838017454479771,0.168249780527898,3.0,,,0.0,3.0,regions
AFR_F,LDL_median,ENSG00000132613,damaging_missense,0.0001,1.72477206396756e-13,1.72477206396756e-13,1.72477206396756e-13,5.42570360010659,0.736331317922385,3.0,,,0.0,3.0,regions
AFR_F,LDL_median,ENSG00000132613,pLoF;damaging_missense,0.0001,1.72477206396756e-13,1.72477206396756e-13,1.72477206396756e-13,5.42570360010659,0.736331317922385,3.0,,,0.0,3.0,regions
AFR_ALL,LDL_median,ENSG00000132613,pLoF;damaging_missense,0.0001,1.47991023854146e-06,1.47991023854146e-06,1.47991023854146e-06,2.76737990753468,0.574869220456674,5.0,,,0.0,5.0,regions
AFR_ALL,LDL_median,ENSG00000132613,damaging_missense,0.0001,1.47991023854146e-06,1.47991023854146e-06,1.47991023854146e-06,2.76737990753468,0.574869220456674,5.0,,,0.0,5.0,regions
AFR_ALL,BMI_median,ENSG00000132622,pLoF,0.0001,5.82286571251815e-06,5.82286571251815e-06,5.82286571251815e-06,1.03562769601436,0.22847813884345,2.0,,,0.0,3.0,regions
AFR_M,LDL_median,ENSG00000132703,damaging_missense,0.001,9.632605158267219e-18,9.632605158267219e-18,9.632605158267219e-18,8.32934992305269,0.970984565554621,2.0,,,0.0,2.0,regions
AFR_M,LDL_median,ENSG00000132703,pLoF,0.01,1.2613192364210101e-15,1.2613192364210101e-15,1.2613192364210101e-15,10.9525067764479,1.36935152776591,1.0,,,0.0,1.0,regions
AFR_M,LDL_median,ENSG00000132703,damaging_missense,0.01,9.632605158267219e-18,9.632605158267219e-18,9.632605158267219e-18,8.32934992305269,0.970984565554621,2.0,,,0.0,2.0,regions
AFR_M,LDL_median,ENSG00000132703,pLoF;damaging_missense,0.001,9.632605158267219e-18,9.632605158267219e-18,9.632605158267219e-18,8.32934992305269,0.970984565554621,2.0,,,0.0,3.0,regions
AFR_M,LDL_median,ENSG00000132703,pLoF,0.001,1.2613192364210101e-15,1.2613192364210101e-15,1.2613192364210101e-15,10.9525067764479,1.36935152776591,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000132703,pLoF;damaging_missense,0.01,9.37002711861641e-11,9.37002711861641e-11,9.37002711861641e-11,4.15752262819941,0.641911911582245,4.0,,,0.0,4.0,regions
AFR_ALL,LDL_median,ENSG00000132703,damaging_missense,0.001,9.37002711861641e-11,9.37002711861641e-11,9.37002711861641e-11,4.15752262819941,0.641911911582245,4.0,,,0.0,3.0,regions
AFR_M,LDL_median,ENSG00000132703,pLoF;damaging_missense,0.01,9.632605158267219e-18,9.632605158267219e-18,9.632605158267219e-18,8.32934992305269,0.970984565554621,2.0,,,0.0,3.0,regions
AFR_ALL,LDL_median,ENSG00000132703,pLoF;damaging_missense,0.001,9.37002711861641e-11,9.37002711861641e-11,9.37002711861641e-11,4.15752262819941,0.641911911582245,4.0,,,0.0,4.0,regions
AFR_ALL,LDL_median,ENSG00000132703,pLoF,0.0001,1.60289547202458e-19,1.60289547202458e-19,1.60289547202458e-19,11.5581912184013,1.27891406185203,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000132703,synonymous,0.0001,2.7337840225755403e-09,2.7337840225755403e-09,2.7337840225755403e-09,5.3816087469653,0.904953585356615,2.0,,,0.0,2.0,regions
AFR_ALL,LDL_median,ENSG00000132703,pLoF;damaging_missense,0.0001,1.4769582142689498e-11,1.4769582142689498e-11,1.4769582142689498e-11,6.1127139556071,0.905567581875331,2.0,,,0.0,3.0,regions
AFR_ALL,LDL_median,ENSG00000132703,pLoF,0.001,1.60289547202458e-19,1.60289547202458e-19,1.60289547202458e-19,11.5581912184013,1.27891406185203,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000132703,pLoF,0.01,1.60289547202458e-19,1.60289547202458e-19,1.60289547202458e-19,11.5581912184013,1.27891406185203,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000132703,damaging_missense,0.0001,1.4769582142689498e-11,1.4769582142689498e-11,1.4769582142689498e-11,6.1127139556071,0.905567581875331,2.0,,,0.0,2.0,regions
AFR_ALL,LDL_median,ENSG00000132703,damaging_missense,0.01,9.37002711861641e-11,9.37002711861641e-11,9.37002711861641e-11,4.15752262819941,0.641911911582245,4.0,,,0.0,3.0,regions
EUR_M,BMI_median,ENSG00000132963,pLoF,0.01,6.89847939845217e-09,6.89847939845217e-09,6.89847939845217e-09,1.25193029081287,0.216096790445139,1.0,,,0.0,1.0,regions
EUR_M,BMI_median,ENSG00000132963,pLoF,0.001,6.89847939845217e-09,6.89847939845217e-09,6.89847939845217e-09,1.25193029081287,0.216096790445139,1.0,,,0.0,1.0,regions
EUR_M,BMI_median,ENSG00000132963,pLoF,0.0001,6.89847939845217e-09,6.89847939845217e-09,6.89847939845217e-09,1.25193029081287,0.216096790445139,1.0,,,0.0,1.0,regions
EUR_ALL,LDL_median,ENSG00000133816,synonymous,0.0001,3.42859717035616e-06,3.42859717035616e-06,3.42859717035616e-06,0.69210763937901,0.149054575145113,86.0,,,0.0,62.0,regions
AFR_M,BMI_median,ENSG00000134200,synonymous,0.001,2.77352919589154e-06,2.77352919589154e-06,2.77352919589154e-06,0.788819185385008,0.168302399335532,3.0,,,0.0,3.0,regions
AFR_ALL,BMI_median,ENSG00000134243,pLoF,0.0001,6.30608263719863e-06,6.30608263719863e-06,6.30608263719863e-06,1.45682189998785,0.32260133214874,1.0,,,0.0,1.0,regions
AFR_ALL,BMI_median,ENSG00000134243,pLoF,0.001,6.30608263719863e-06,6.30608263719863e-06,6.30608263719863e-06,1.45682189998785,0.32260133214874,1.0,,,0.0,1.0,regions
AFR_ALL,BMI_median,ENSG00000134243,pLoF,0.01,6.30608263719863e-06,6.30608263719863e-06,6.30608263719863e-06,1.45682189998785,0.32260133214874,1.0,,,0.0,1.0,regions
EUR_ALL,BMI_median,ENSG00000134258,synonymous,0.01,1.12980741373558e-06,1.01882593117608e-06,2.70497296135375e-05,0.170316343499184,0.0348440042356429,52.0,,,1.0,21.0,regions
EUR_ALL,BMI_median,ENSG00000134258,synonymous,0.001,1.12980741373558e-06,1.01882593117608e-06,2.70497296135375e-05,0.170316343499184,0.0348440042356429,52.0,,,1.0,21.0,regions
EUR_F,LDL_median,ENSG00000134283,damaging_missense,0.0001,9.02519429235681e-06,9.02519429235681e-06,9.02519429235681e-06,5.87079489993014,1.3224596018175,1.0,,,0.0,1.0,regions
EUR_F,LDL_median,ENSG00000134283,pLoF;damaging_missense,0.0001,9.02519429235681e-06,9.02519429235681e-06,9.02519429235681e-06,5.87079489993014,1.3224596018175,1.0,,,0.0,1.0,regions
AFR_M,BMI_median,ENSG00000135127,pLoF;damaging_missense,0.01,2.81656256940728e-07,2.81656256940728e-07,2.81656256940728e-07,0.674076852007632,0.131262733908101,5.0,,,0.0,5.0,regions
AFR_M,BMI_median,ENSG00000135127,pLoF;damaging_missense,0.001,2.81656256940728e-07,2.81656256940728e-07,2.81656256940728e-07,0.674076852007632,0.131262733908101,5.0,,,0.0,5.0,regions
AFR_M,BMI_median,ENSG00000135127,damaging_missense,0.001,2.81656256940728e-07,2.81656256940728e-07,2.81656256940728e-07,0.674076852007632,0.131262733908101,5.0,,,0.0,5.0,regions
AFR_M,BMI_median,ENSG00000135127,damaging_missense,0.01,2.81656256940728e-07,2.81656256940728e-07,2.81656256940728e-07,0.674076852007632,0.131262733908101,5.0,,,0.0,5.0,regions
AFR_ALL,LDL_median,ENSG00000135549,pLoF;damaging_missense,0.001,2.58213836140651e-08,2.58213836140651e-08,2.58213836140651e-08,7.11314385716576,1.27758707885555,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000135549,damaging_missense,0.001,1.98286096973022e-08,1.98286096973022e-08,1.98286096973022e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000135549,damaging_missense,0.0001,1.98286096973022e-08,1.98286096973022e-08,1.98286096973022e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000135549,pLoF;damaging_missense,0.0001,1.98286096973022e-08,1.98286096973022e-08,1.98286096973022e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000135549,pLoF;damaging_missense,0.01,2.58213836140651e-08,2.58213836140651e-08,2.58213836140651e-08,7.11314385716576,1.27758707885555,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000135549,pLoF;damaging_missense,0.001,1.98286096973022e-08,1.98286096973022e-08,1.98286096973022e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000135549,damaging_missense,0.01,1.98286096973022e-08,1.98286096973022e-08,1.98286096973022e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000135549,pLoF;damaging_missense,0.01,1.98286096973022e-08,1.98286096973022e-08,1.98286096973022e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000135549,damaging_missense,0.0001,2.58213836140651e-08,2.58213836140651e-08,2.58213836140651e-08,7.11314385716576,1.27758707885555,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000135549,damaging_missense,0.001,2.58213836140651e-08,2.58213836140651e-08,2.58213836140651e-08,7.11314385716576,1.27758707885555,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000135549,damaging_missense,0.01,2.58213836140651e-08,2.58213836140651e-08,2.58213836140651e-08,7.11314385716576,1.27758707885555,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000135549,pLoF;damaging_missense,0.0001,2.58213836140651e-08,2.58213836140651e-08,2.58213836140651e-08,7.11314385716576,1.27758707885555,1.0,,,0.0,1.0,regions
AFR_M,LDL_median,ENSG00000136122,damaging_missense,0.001,3.28444373513429e-06,3.28444373513429e-06,3.28444373513429e-06,2.64952397199105,0.569523113889189,6.0,,,0.0,3.0,regions
AFR_ALL,LDL_median,ENSG00000136122,damaging_missense,0.001,2.69745358878956e-07,2.69745358878956e-07,2.69745358878956e-07,2.22389654319768,0.432374887934026,9.0,,,0.0,6.0,regions
AFR_ALL,LDL_median,ENSG00000136122,pLoF;damaging_missense,0.001,5.17028412862613e-06,5.17028412862613e-06,5.17028412862613e-06,1.71332687166421,0.375914495936524,12.0,,,0.0,7.0,regions
AFR_M,LDL_median,ENSG00000136122,pLoF;damaging_missense,0.001,2.53973817326473e-06,2.53973817326473e-06,2.53973817326473e-06,2.49121602147762,0.529492435565592,7.0,,,0.0,4.0,regions
EUR_ALL,LDL_median,ENSG00000136143,pLoF;damaging_missense,0.0001,2.61457897246614e-06,2.61457897246614e-06,2.61457897246614e-06,1.45503768717058,0.30964937022418,18.0,,,0.0,17.0,regions
EUR_F,LDL_median,ENSG00000136143,pLoF;damaging_missense,0.0001,1.47454086891695e-06,1.47454086891695e-06,1.47454086891695e-06,2.15114521312896,0.446791102341846,9.0,,,0.0,9.0,regions
AFR_F,BMI_median,ENSG00000136870,pLoF;damaging_missense;other_missense;synonymous,0.0001,5.89146325175924e-06,5.89146325175924e-06,5.89146325175924e-06,0.257019988863326,0.0567342048578869,42.0,,,0.0,42.0,regions
AFR_ALL,LDL_median,ENSG00000136929,damaging_missense,0.0001,8.699761666227349e-12,8.699761666227349e-12,8.699761666227349e-12,8.72158053020364,1.27760224144188,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000137135,synonymous,0.001,1.25528206540437e-06,1.0612845336988e-06,1.40659770908602e-06,1.26743015700755,0.2597235098661,25.0,,,1.0,9.0,regions
AFR_ALL,LDL_median,ENSG00000137135,synonymous,0.01,1.25528206540437e-06,1.0612845336988e-06,1.40659770908602e-06,1.26743015700755,0.2597235098661,25.0,,,1.0,9.0,regions
AFR_M,BMI_median,ENSG00000137434,pLoF,0.001,6.38118653854244e-06,6.38118653854244e-06,6.38118653854244e-06,1.31007205450133,0.290266060509919,1.0,,,0.0,1.0,regions
AFR_M,BMI_median,ENSG00000137434,pLoF,0.01,6.38118653854244e-06,6.38118653854244e-06,6.38118653854244e-06,1.31007205450133,0.290266060509919,1.0,,,0.0,1.0,regions
AFR_ALL,LDL_median,ENSG00000137757,pLoF,0.0001,9.32821792360807e-07,9.32821792360807e-07,9.32821792360807e-07,2.57969230676199,0.525898430806981,6.0,,,0.0,6.0,regions
AFR_ALL,LDL_median,ENSG00000137757,synonymous,0.0001,6.17577714674899e-06,6.17577714674899e-06,6.17577714674899e-06,2.38543811959345,0.527719056590286,6.0,,,0.0,6.0,regions
AFR_F,LDL_median,ENSG00000137757,pLoF;damaging_missense,0.0001,7.08350873126769e-06,7.08350873126769e-06,7.08350873126769e-06,1.84261946629867,0.410276622890131,10.0,,,0.0,10.0,regions
AFR_F,LDL_median,ENSG00000137757,pLoF,0.0001,1.82278036351979e-06,1.82278036351979e-06,1.82278036351979e-06,2.17889004448974,0.45658545166235,8.0,,,0.0,8.0,regions
AFR_M,BMI_median,ENSG00000138069,damaging_missense,0.001,1.32330196790884e-07,1.32330196790884e-07,1.32330196790884e-07,0.887522137434816,0.16823185001712,3.0,,,0.0,2.0,regions
AFR_M,BMI_median,ENSG00000138069,pLoF;damaging_missense,0.01,1.32330196790884e-07,1.32330196790884e-07,1.32330196790884e-07,0.887522137434816,0.16823185001712,3.0,,,0.0,2.0,regions
AFR_M,BMI_median,ENSG00000138069,pLoF;damaging_missense,0.001,1.32330196790884e-07,1.32330196790884e-07,1.32330196790884e-07,0.887522137434816,0.16823185001712,3.0,,,0.0,2.0,regions
AFR_M,BMI_median,ENSG00000138069,damaging_missense,0.01,1.32330196790884e-07,1.32330196790884e-07,1.32330196790884e-07,0.887522137434816,0.16823185001712,3.0,,,0.0,2.0,regions
AFR_ALL,LDL_median,ENSG00000138073,pLoF,0.0001,8.92716770977832e-08,8.92716770977832e-08,8.92716770977832e-08,6.83258880996177,1.27776217411979,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000138073,pLoF,0.0001,5.70666007972635e-08,5.70666007972635e-08,5.70666007972635e-08,6.88894044202028,1.26920571434907,1.0,,,0.0,1.0,regions
AFR_F,LDL_median,ENSG00000138279,pLoF;damaging_missense,0.001,1.28181576170823e-06,1.28181576170823e-06,1.28181576170823e-06,1.55069122905318,0.320221854384088,17.0,,,0.0,11.0,regions
AFR_M,LDL_median,ENSG00000138381,damaging_missense,0.001,9.08998673722511e-06,9.08998673722511e-06,9.08998673722511e-06,3.5291142333729,0.795246743976947,3.0,,,0.0,3.0,regions
AFR_M,LDL_median,ENSG00000138381,damaging_missense,0.01,9.08998673722511e-06,9.08998673722511e-06,9.08998673722511e-06,3.5291142333729,0.795246743976947,3.0,,,0.0,3.0,regions
AFR_F,LDL_median,ENSG00000138449,pLoF;damaging_missense,0.01,2.85572197222805e-07,1.75362978815929e-06,2.97149648664785e-07,1.50933677523078,0.315765966306245,15.0,,,1.0,2.0,regions
AFR_F,LDL_median,ENSG00000138449,damaging_missense,0.01,2.83095681785639e-07,1.24985021376922e-06,2.9148668878598e-07,1.57774021921644,0.325470554467637,14.0,,,1.0,1.0,regions
AFR_ALL,AAA,ENSG00000138750,pLoF;damaging_missense;other_missense;synonymous,0.0001,8.58894400000001e-06,8.58894400000001e-06,8.58894400000001e-06,0.143765860397658,0.0323072826128372,33.0,7.0,26.0,0.0,34.0,regions
AFR_ALL,AAA,ENSG00000138750,other_missense,0.0001,3.76213799999996e-07,3.76213799999996e-07,3.76213799999996e-07,0.176287323277863,0.0346980245496416,18.0,7.0,11.0,0.0,18.0,regions
AFR_M,BMI_median,ENSG00000139610,pLoF,0.001,4.40257649036594e-10,4.40257649036594e-10,4.40257649036594e-10,1.80814690235275,0.289811606540492,1.0,,,0.0,1.0,regions
EUR_F,BMI_median,ENSG00000140497,pLoF,0.001,4.17210708876356e-08,4.17210708876356e-08,4.17210708876356e-08,1.08302818020589,0.197510070181847,2.0,,,0.0,2.0,regions
EUR_F,BMI_median,ENSG00000140497,pLoF,0.01,4.17210708876356e-08,4.17210708876356e-08,4.17210708876356e-08,1.08302818020589,0.197510070181847,2.0,,,0.0,2.0,regions
EUR_ALL,BMI_median,ENSG00000140497,pLoF,0.001,5.11931271985502e-07,5.11931271985502e-07,5.11931271985502e-07,0.622757427508075,0.124011137067746,4.0,,,0.0,4.0,regions
EUR_ALL,BMI_median,ENSG00000140497,pLoF,0.0001,5.11931271985502e-07,5.11931271985502e-07,5.11931271985502e-07,0.622757427508075,0.124011137067746,4.0,,,0.0,4.0,regions
EUR_F,BMI_median,ENSG00000140497,pLoF,0.0001,4.17210708876356e-08,4.17210708876356e-08,4.17210708876356e-08,1.08302818020589,0.197510070181847,2.0,,,0.0,2.0,regions
EUR_ALL,BMI_median,ENSG00000140497,pLoF,0.01,5.11931271985502e-07,5.11931271985502e-07,5.11931271985502e-07,0.622757427508075,0.124011137067746,4.0,,,0.0,4.0,regions
AFR_M,BMI_median,ENSG00000141012,other_missense,0.01,6.47084375748896e-07,2.90047996953646e-07,1.8859599771881e-06,0.14508143413618,0.0282820761221809,180.0,,,2.0,43.0,regions
AFR_ALL,LDL_median,ENSG00000141179,pLoF,0.0001,8.52108230377547e-06,8.52108230377547e-06,8.52108230377547e-06,4.0288952824193,0.90503304886962,2.0,,,0.0,2.0,regions
EUR_F,BMI_median,ENSG00000141449,pLoF,0.01,4.70443066862578e-07,4.70443066862578e-07,4.70443066862578e-07,1.40587349663728,0.279054377200055,1.0,,,0.0,1.0,regions
EUR_F,BMI_median,ENSG00000141449,pLoF,0.0001,4.70443066862578e-07,4.70443066862578e-07,4.70443066862578e-07,1.40587349663728,0.279054377200055,1.0,,,0.0,1.0,regions
EUR_F,BMI_median,ENSG00000141449,pLoF,0.001,4.70443066862578e-07,4.70443066862578e-07,4.70443066862578e-07,1.40587349663728,0.279054377200055,1.0,,,0.0,1.0,regions
